num_channels: [32, 64]
kernel_size: 5
dropout: 0.2
emb_dim: 32
batch_size: 16
learning_rate: 0.001
best_epoch: 47
best_val_loss: 0.002040886716917157
"[32, 64]",5,0.2,32,32,0.0001,50,0.006390540441078646,0.005278281025588512,41,0.005277193918824196
"[32, 64]",5,0.2,32,32,0.001,50,0.0029685638352736337,0.004408309455960989,49,0.0041589090116322044
"[32, 64]",5,0.2,64,16,0.0001,50,0.00471821006851735,0.0048952926248312,47,0.0047588076144456865
"[32, 64]",5,0.2,64,16,0.001,50,0.0024746513796841596,0.002961304035037756,48,0.0025510583501309157
"[32, 64]",5,0.2,64,32,0.0001,50,0.0062215903855942275,0.005351911623030901,49,0.0052085317857563495
"[32, 64]",5,0.2,64,32,0.001,50,0.002704995148162636,0.00360827799141407,49,0.0034845896288752554
"[32, 64]",5,0.3,32,16,0.0001,50,0.005899077505097017,0.005492006376385689,43,0.005415650725364685
"[32, 64]",5,0.3,32,16,0.001,50,0.002217716740880598,0.0036566229965537787,49,0.0029070790484547614
"[32, 64]",5,0.3,32,32,0.0001,50,0.008345995170136055,0.005927640944719315,45,0.005411838747560978
"[32, 64]",5,0.3,32,32,0.001,50,0.0027709575006374726,0.0035615583397448063,48,0.0035337031073868273
"[32, 64]",5,0.3,64,16,0.0001,50,0.0051937517238076075,0.005118772815912962,48,0.0050154121667146685
"[32, 64]",5,0.3,64,16,0.001,50,0.0021354361729522993,0.003403238834813237,50,0.003403238834813237
"[32, 64]",5,0.3,64,32,0.0001,50,0.006915833493153955,0.005691140908747911,44,0.005438132975250483
"[32, 64]",5,0.3,64,32,0.001,50,0.0022937416042377416,0.0031667761001735926,50,0.0031667761001735926
